ChEMBL,text,labels
CHEMBL27132,C[C@H]1c2cccc3c2-c2c1ccc1c2[C@@H](C3)N(C)CC1,0
CHEMBL1671934,CC(C)(C)CC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1Cl,0
CHEMBL383777,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1C(F)(F)F,0
CHEMBL3349540,C=C(C)C[C@H](OC(=O)C(C)(C)CC)C1[C@@H](CC[C@@H]2C[C@@H](O[Si](C)(C)C(C)(C)C)CC(=O)O2)[C@@H](C)CC[C@H]1O,0
CHEMBL1347696,COc1ccc(-n2nc3c(N)nnc-3cc2O)cc1,0
CHEMBL2003587,C/C(=N\NC(=O)C(=O)Nc1ccc(C)c(Cl)c1)c1ccncc1,0
CHEMBL515864,O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccncc1,0
CHEMBL4447638,NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCOCC3)cc2-c2ccc(F)cc2)cc1,0
CHEMBL1321101,Cc1ccc(-n2ncc3c(NCc4ccco4)ncnc32)cc1C,0
CHEMBL198997,CCCCOCCOc1nc(-c2ccc(C(=O)O)c(F)c2)sc1C,0
CHEMBL3914238,CNC(=N)NCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,0
CHEMBL1530169,O=C(Nc1ccccc1C(F)(F)F)N1CC=C(c2c[nH]c3ccccc23)CC1,0
CHEMBL3746901,Nc1nc(I)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP(=O)([S-])OC[C@H]2O[C@@H](n3cnc4c(N)nc(I)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+],0
CHEMBL392245,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CCCc1ccccc1)n1cc(C(C)(C)C)nc(NCCc2cccs2)c1=O,0
CHEMBL210287,O=c1c(Br)cc2c(-c3ccccc3S(=O)(=O)O)c3cc(Br)c(O)c(O)c3oc-2c1O,0
CHEMBL1334532,CCOC(=O)c1cnc2c(C)cc(C)cc2c1Nc1ccc(N2CCOCC2)cc1,0
CHEMBL401737,CS(=O)(=O)CC[C@H](NS(=O)(=O)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nc2ccccc2s1,0
CHEMBL143668,NCCCC/N=C(\S)NCCCN(Cc1cccc2ccccc12)c1ccc(Br)cn1,0
CHEMBL3823251,COc1ccc2[nH]cc(CCNC(=O)C3CCN(Cc4ccccc4[N+](=O)[O-])CC3)c2c1,0
CHEMBL2418083,O=c1[nH]c(=S)[nH]c2nc(Cc3ccccc3)nn12,0
CHEMBL4449473,N#CN1CC[C@@H](N2CCN(c3nccc(N4CCOCC4)n3)S2(=O)=O)C1,0
CHEMBL1402626,Cc1cccc(C)c1NC(=O)Cn1cc(C(=O)C2CC2)c2ccccc21,0
CHEMBL219207,CC(C)(CC(O)(Cn1ccc(=O)c2ccccc21)C(F)(F)F)c1ccc(F)cc1O,0
CHEMBL361470,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCCN1,0
CHEMBL574715,O=C(Nc1ccccc1C(=O)NC(Cc1ccccc1)C(=O)O)c1cc2c(F)cccc2[nH]1,0
CHEMBL4109276,CC(C)N1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)C[C@H]1C,0
CHEMBL285926,Cc1nnc2n1-c1sc(/C=C\c3ccccn3)cc1C(c1ccccc1Cl)=NC2,0
CHEMBL3921457,COc1cc(OC)cc(N(Cc2cn(CCO)nn2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,0
CHEMBL3634248,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]1CCCc2ccc(Cc3ccccc3)cc21,0
CHEMBL3403091,N#Cc1cccc(S(=O)(=O)c2sc3ncccc3c2-c2ccccc2Cl)c1,0
CHEMBL130803,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCC3(CCc4ccccc43)CC1)[C@@H](NC(=O)Cc1csc(N)n1)C2,0
CHEMBL1556028,CC1=C(C(=O)Nc2ccccc2)C(c2ccco2)C(C#N)=C(SCC(N)=O)N1,0
CHEMBL2401982,Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccc(-c2cccc(Cl)c2)s1,0
CHEMBL3694264,Cc1ccc(-n2nccn2)c(C(=O)N2C[C@H](Nc3nccc4ccccc34)CC[C@H]2C)c1,0
CHEMBL3883401,CCc1ccccc1-c1cccc2cc(CNCC(C)C(=O)O)sc12,0
CHEMBL80254,OC[C@H]1NC[C@@H](O)[C@@H]1O,0
CHEMBL537834,CCCCCN(CCCCC)C(=O)C(CCC(=O)N1CCN(C)CC1)NC(=O)c1ccc(Cl)c(Cl)c1.Cl,0
CHEMBL3960662,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1,0
CHEMBL223583,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4ccccc4F)cc3)c12,0
CHEMBL3774451,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1nnn(-c2ccc(F)cc2)c1C(F)(F)F,0
CHEMBL356115,N#C/C(C(=O)Nc1ccc(S(=O)(=O)C(F)(F)F)cc1)=C(/O)C1CC1,0
CHEMBL1084174,NS(=O)(=O)c1ccc(Nc2nccc(-c3ccc(NC(=O)Cc4ccccc4)cc3)n2)cc1,0
CHEMBL3394397,O=C(c1cccc(N2CCCCC2)n1)N(C1CC1)[C@H]1CC[C@@](O)(C(F)(F)F)CC1,0
CHEMBL285490,O=C(O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CS)[C@H]1CCc2ccccc21,0
CHEMBL2179400,CCCCCCCCCCCCCCCC(=O)OC[C@H](CSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)O)OC(=O)CCCCCCCCCCCCCCC,0
CHEMBL3978937,CN1CCN(c2ccc(-c3cc4ccccc4c(=O)[nH]3)cn2)CC1,0
CHEMBL1173533,CCOC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,0
CHEMBL2170062,Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1,0
CHEMBL4068397,C[C@@H]1c2nnn(-c3ncccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,0
CHEMBL2448573,CCC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)c1ncc(-c2cc3ccccc3cn2)[nH]1,0
CHEMBL4213116,COc1ccc(-c2cncc(NS(=O)(=O)c3cc(Cl)ccc3OC)c2)cc1,0
CHEMBL3597650,COc1ccccc1N1CCN(CCCCNC(=O)c2cnc3ccc(F)cc3c2)CC1,0
CHEMBL1289512,CN1CCc2c(n(C)c3cc(-n4ccc(OCc5ccc(Cl)cc5)cc4=O)ccc23)C1,0
CHEMBL328735,COc1cc2c(cc1OC)C1=NOC(CN3CCN(CCC(=O)c4ccccc4)CC3)C1CO2,0
CHEMBL574822,COc1ccccc1N1CCN(CCCn2c(=O)ccc(=O)n2-c2ccccc2)CC1,0
CHEMBL200511,CC(C)C[C@@H](NC(=O)OCc1ccccc1)C(=O)NCC#N,0
CHEMBL3786399,O=C(Nc1cccc2ccccc12)O/N=C1\N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0
CHEMBL3421940,O=C1C(=Cc2ccc(O)cc2)C(=O)N(Cc2ccccc2)C(=O)N1Cc1ccccc1,0
CHEMBL3680222,CCCOc1ccc(N2CC(c3ccc(CC(C)NC(C)=O)cc3)C2)c(OC)c1,0
CHEMBL3355054,COc1cc(O)cc(Nc2ccc(C(=O)Nc3ccc4c(c3)CNCC4)cc2)c1,0
CHEMBL301878,Cn1cc(Cc2cn(CC(=O)N3CCN(Cc4ccccc4)C(=O)C3)c(SCc3ccc(F)cc3)nc2=O)cn1,0
CHEMBL452135,Cc1cnn(C(=N)N)c1,0
CHEMBL2430889,Cc1nnc2n1-c1ccc([N+](=O)[O-])cc1C(c1ccccc1)=NC2NC(=O)OCc1ccccc1,0
CHEMBL2032018,COc1ccc2c(Oc3ccc(NC(=O)c4c(-c5cc(C)on5)n(C)n(-c5ccccc5)c4=O)nc3)ccnc2c1,0
CHEMBL3972353,FC(F)(F)C(F)(F)CNC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,0
CHEMBL3127566,Nc1ccccc1-c1cnnn1-c1ccc2c(c1)C=CS(=O)(=O)O2,0
CHEMBL1788167,CCCCC1(CCCC)N[C@H](c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21.O=C(O)C(=O)O,0
CHEMBL3959614,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(C3(O)CCN(C(=O)c4[nH]c5ccccc5c4C)CC3)nc2)c1,0
CHEMBL3653104,CN1CCN(Cc2ccc(NC(=O)c3ccc(-c4cncc5ccccc45)c4nccnc34)nc2)CC1,0
CHEMBL323117,CC[C@H]1OC(N)=N[C@H]1C,0
CHEMBL399810,N#Cc1ccc(CN(C(=O)CCCc2c[nH]c3ccccc23)C2CCC(CC3CCC(N)CC3)CC2)cc1,0
CHEMBL597936,CC(C)[C@H](NC(=O)c1ccccc1I)C(=O)N[C@@H](CCCNC(=N)N[N+](=O)[O-])C(=O)NO,0
CHEMBL1645164,COC(=O)c1coc(CN2CCN(C(=O)CC(c3ccc(F)cc3)c3ccc(Br)cc3)CC2)n1,0
CHEMBL4080169,N=C(N)NCCC[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,0
CHEMBL3696640,COc1ncc(F)cc1[C@@H](O)c1c(C(N)=O)nc2n1C1CC(C1)c1cc(F)c(C#CC(C)(C)O)cc1-2,0
CHEMBL19633,COc1ccc(Cc2cnc(N)nc2N)cc1OC,0
CHEMBL3819302,O=C(NOCCOCCOCCOCCN1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,0
CHEMBL1643164,CCOC(=O)c1ccc(N2CCN(CC(=O)Nc3ccc(-c4nc5cc(C#N)cc(C)c5o4)cc3)CC2)cc1,0
CHEMBL3686674,CCC(=O)N[C@@H](C)c1ccc(OC2CCN(c3ccc(OCC4CC4(F)F)cn3)C2)cc1,0
CHEMBL4299423,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,0
CHEMBL3903348,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cnc(OC(F)F)c(C2CC2)c1,0
CHEMBL4455701,CC1(C)CCC(C)(C)c2cc(-c3nc4sccn4c3/C=N/OCc3ccc(Cl)c(Cl)c3)ccc21,0
CHEMBL3922638,O=C(NCc1ccncc1)c1ccc(NC(=O)N2Cc3cccnc3C2)cc1,0
CHEMBL1301842,CCc1ccccc1N1CSC2=C(C#N)C(c3ccccc3F)CC(=O)N2C1,0
CHEMBL363324,COC(=O)[C@@H]1C[C@H](OC(=O)c2ccccc2)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,0
CHEMBL3910299,CCN(CC)C(=O)CNC(=O)c1ccc2cc(Oc3ccc(C(F)(F)F)nc3)ccc2n1,0
CHEMBL1201024,C[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@H]1O[C@@H]21.[Br-],0
CHEMBL3919155,Cc1ccc(-c2n[nH]c3cnc(-c4cnn(C)c4)cc23)nc1N1CCC[C@H](O)C1,0
CHEMBL1426312,Cc1noc(C)c1COC(=O)CCOc1ccccc1,0
CHEMBL3644003,Cc1cc(CCC(=O)O)cnc1N1CCN(c2ncc(-c3cccc(CN(C)C(=O)CN)c3)cn2)CC1,0
CHEMBL3680386,C[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4ccc5c(n4)CCN(CCF)C5)nc32)CC1,0
CHEMBL3643214,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,0
CHEMBL3931606,O=C(c1n[nH]c2c1CN(CC1CC1)CC2)N1CCC(c2ccc(F)c(F)c2C(F)(F)F)CC1,0
CHEMBL1952091,CC1CCN(C(=O)N2CC(OC(c3ccc(Cl)cc3)c3cccnc3Cl)C2)CC1,0
CHEMBL189136,Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=O)c1c(F)cccc1F,0
CHEMBL324580,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cc(F)cc(F)c2)cc1,0
CHEMBL2326941,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OCCCCOc1ccc(-c2nnn[nH]2)cc1,0
CHEMBL70896,O=C(NC1N=C(c2ccccc2F)c2ccccc2NC1=O)c1ncc2ccccc2n1,0
CHEMBL4276955,CC(C)n1ccc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c21,0
CHEMBL323398,CCCCCCNC(=O)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,0
CHEMBL244405,O=C(NC12CC3CC(CC(C3)C1)C2)N[C@H]1CC[C@@H](Oc2ccc(C(=O)O)cc2)CC1,0
CHEMBL225982,O=c1ccc(Nc2ncc(-c3ccncn3)c(-c3ccco3)n2)cn1CC1CC1,0
CHEMBL82949,O=C(O)CCN1Cc2ccccc2C1=O,0
CHEMBL153516,COc1cc2nc(-c3ccc4c(c3)C(N(C)C(C)=O)CC4)cc(O)c2cc1-c1cnco1,0
CHEMBL233199,CN(C)C1(CNCCc2c(Cl)cccc2Cl)COc2ccccc2OC1,0
CHEMBL3649940,CC(C)OC(=O)N1C[C@@H](C)N(c2nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)[C@H](C)C1,0
CHEMBL555358,Cl.O=C(NCCC1CCN(Cc2ccccc2)CC1)c1ccccc1,0
CHEMBL451603,COc1cccc(CN(C(=O)C2=C(c3ccc(CN(C)Cc4c(F)ccc(F)c4Cl)cc3)CC3CNCC2N3)C2CC2)c1C,0
CHEMBL3754092,CC(C)n1nc(-c2cc(-c3ccc(F)cc3)on2)c2c(N)ncnc21,0
CHEMBL284541,C/C(=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1F)c1cc(C(=N)N)ccc1[N+](=O)[O-],0
CHEMBL4103759,C=CCOc1ccc(-c2nn3c(-c4ccccn4)nnc3s2)cc1,0
CHEMBL4443946,CC[C@@H](NC(=O)[C@@H](N)Cc1c(C)cc(O)cc1C)c1cccc(Cc2ccccc2)c1.O=C(O)C(F)(F)F,0
CHEMBL1807029,CCc1nc(-c2ccc(Cl)cc2Cl)c(CC)nc1SC(C)CC,0
CHEMBL3906348,COc1cc(-c2cc(OC)c(-n3c(=O)ccc4cc(S(=O)(=O)Nc5ccon5)ccc43)cc2F)ccc1Cl,0
CHEMBL3608997,CC[C@H](C)[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H](N)CCCNC(=N)N)CSSC[C@@H](C(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCSC)NC(=O)[C@H](CO)NC(=O)[C@H](Cc4cnc[nH]4)NC(=O)[C@H](CCCCN)NC3=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC1=O,0
CHEMBL1950750,Cn1c2c(c3cc(S(=O)(=O)c4ccccc4)ccc31)C1CCC(C2)N1,0
CHEMBL3670784,O=C1C/C(=N/C2CCCCCC2)O/C1=C\c1c[nH]c2ncccc12,0
CHEMBL374453,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(Cl)c(Cl)c2)CC(=O)N1,0
CHEMBL3655926,O=C(NO)c1cnc(NCCc2c[nH]c3ccccc23)nc1,0
CHEMBL4545874,CN[C@@H](C)C(=O)N[C@@H](Cc1ccc(OS(=O)(=O)F)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0
CHEMBL3261010,COc1ccc([C@@H]2[C@@H](C)[C@H]3[C@@H]2c2c(c4ccccc4[nH]c2=O)OC3(C)C)cc1OC,0
CHEMBL4165214,N[C@H]1CCc2ccc(OCCNS(=O)(=O)CC3CC3)cc2[C@H]1Cc1ccc(Cl)c(Cl)c1,0
CHEMBL4469836,COc1cc(OC)c(Cl)c(-c2ccc3c(NC(=O)c4ccc(N5CCN(C)CC5)cc4)n[nH]c3n2)c1Cl,0
CHEMBL29512,Cn1nnnc1-c1ccccc1-c1ccc(Cn2cnc3ccc(N(Cc4ccccc4)C(=O)c4ccccc4)cc3c2=O)cc1,0
CHEMBL4557428,Oc1ccc(CNCC2CCN(Cc3ccccc3Cl)CC2)cc1,0
CHEMBL4069070,COc1ccc(OC)c(Sc2cccc3[nH]c4nc(N)nc(N)c4c23)c1,0
CHEMBL1094094,Cc1nc(Cc2ccccc2)n(CCc2ccccc2)c1-c1cccc(/C=C/C(=O)NO)c1,0
CHEMBL1564471,Cc1ccc(-n2c(C)cc(C(=O)CSc3nnnn3C)c2C)cc1,0
CHEMBL4278227,O=C(O)c1ccnc(-c2cn(C3Cc4ccccc4C3)cn2)c1,0
CHEMBL3260573,COc1ccccc1NCc1nc(-c2ccc3ncnn3c2)c(-c2cccc(C)n2)[nH]1,0
CHEMBL128589,COC(=O)Nc1nc(C)c(C(=O)Nc2c(C)cc(C)cc2C)s1,0
CHEMBL1500401,Cc1ccc(C2C=C(c3ccc4c(c3)OCO4)Nc3ncnn32)cc1,0
CHEMBL3923029,CN(C)CCn1c2c3c(n[nH]c(=O)c4cccc1c34)CN(C(=O)C1CC1)C2,0
CHEMBL193607,C[C@@H]1CCCN1CCc1cc2cc(CNc3nccnc3C#N)ccc2o1,0
CHEMBL49,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,0
CHEMBL2349070,COc1ccc2c(c1)CCCC2CCCCN1C(C)(C)CCCC1(C)C,0
CHEMBL3889660,CCC1CNC(=O)c2cc(-c3cccc4cc(C)c(Nc5ccccc5)nc34)[nH]c21,0
CHEMBL93623,COC(=O)N1C(=O)N(C)C(C)=C(C(=O)NCCCN2CCC(c3ccc(F)cc3)CC2)[C@H]1c1ccc(F)c(F)c1,0
CHEMBL3669231,c1ccc2cc(N3CCC(Oc4nccnc4C4CCOCC4)CC3)ncc2c1,0
CHEMBL4162576,O=C(Nc1ccc(Oc2ccc(Cl)cn2)c(Cl)c1)c1ccccn1,0
CHEMBL595684,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4ccccc4)cnc3-c3cccc(O)c3)cc12,0
CHEMBL3674563,[C-]#[N+]c1c[nH]c(C(=O)Nc2ccc([C@@]3(O)C[C@]4(CO)CC[C@](CO)(C3)O4)cc2C2=CCC(C)(C)CC2)n1,0
CHEMBL323657,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2sccc2N1,0
CHEMBL3649253,CCc1cccc(CN2CCC(C(=O)N(Cc3cc(Cl)c4c(c3)OCCCO4)CC(C)C)C2)c1,0
CHEMBL4204904,CCCCCCCCCCCCN1C(=O)CC2C(=C(N)Oc3ccccc32)C1=O,0
CHEMBL1095154,Cl.NCCc1cn(Cc2ccc(-c3ccccc3)cc2)c2ccc(OCCc3ccc(O)cc3)cc12,0
CHEMBL329181,Cc1ccccc1[C@@H](CCC(=O)O)Oc1cc(OCc2cccnc2)ccc1C#N,0
CHEMBL3892704,COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1F)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)c(Cl)c2)C1=O,0
CHEMBL3946027,COc1ncc(-c2c(C)n[nH]c2C)cc1-c1cnc(N2CC(F)(F)C2)nc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,0
CHEMBL372650,C/N=C(\NS(=O)(=O)N(C)C)N1CC(c2ccccc2)C(c2ccc(Cl)cc2)=N1,0
CHEMBL3938712,COc1cc(OC)cc(N(CC#Cc2ccc(N)cc2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,0
CHEMBL3617631,C[C@@H]1CN(c2cccc(F)c2)C(=O)c2cc(COc3ccc(Cl)cn3)nn21,0
CHEMBL3197471,O=C(CNc1ccc2c(c1)OCO2)N/N=C\c1cn(Cc2ccccc2)c2ccccc12,0
CHEMBL3679434,CN(C)C(=O)c1c(CNC(=O)c2cnc(N3CCOCC3)s2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,0
CHEMBL1395139,CCOc1cc(C(=O)Nc2ccc(-c3cn4cccnc4n3)cc2)cc(OCC)c1OCC,0
CHEMBL4098999,N#Cc1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)cc2C(N)=O)cc1C1CC1,0
CHEMBL1492813,C=CCC(CC=C)(CNC(=O)C(=O)Nc1cc(C)ccc1OC)c1ccc(OC)c(OC)c1,0
CHEMBL1579409,Br.CCOc1ccc(-c2csc(NNC3=NCCCCC3)n2)cc1,0
CHEMBL3318852,O=C(CCC(=O)N1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0
CHEMBL3105672,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccc(C(F)(F)F)c3)c(C(=O)c3cccc(F)c3)s2)cc1,0
CHEMBL3086339,CN(CCCCCCCCCCCCN=C=S)Cc1ccccc1,0
CHEMBL4209378,NS(=O)(=O)c1cccc(/N=C2\NC(=O)/C(=C3/C(=O)N(Cc4ccccc4)c4ccccc43)S2)c1,0
CHEMBL3954036,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(N)=O)C(C)C)C(C)C,0
CHEMBL1512900,CCN1CCN(c2ncc3c(n2)CCN(Cc2cc(Br)cs2)C3)CC1,0
CHEMBL270439,C1=C(c2ccc(CCN3CCCC3)cc2)C2CN(c3ccccc3)CC2C1,0
CHEMBL3924582,COC(=O)CCc1cnc(N)c(-c2ccc(C(=O)NCc3ccccc3)c(F)c2)n1,0
CHEMBL100075,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)OCCOc1ccc2nc(S(N)(=O)=O)sc2c1.[O-][Cl+3]([O-])([O-])[O-],0
CHEMBL3906892,O=C(NCCN1CCOCC1)c1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2cc(-c3ccccc3)no2)n1,0
CHEMBL1328547,O=C1C(=O)N(CCCc2ccccc2)c2ccccc21,0
CHEMBL4439259,Cc1cc2ncnn2cc1Nc1ncc2c(n1)n(C1CCOCC1)c(=O)n2C,0
CHEMBL26287,CCOC(=O)CCC(=O)N(C/C=C/c1cccc(C(=N)N)c1)c1ccc(OC2CCN(C(C)=N)CC2)c(C(F)(F)F)c1,0
CHEMBL3102951,Oc1ccc(-c2c[nH]c3ncc(-c4ccc(O)cc4O)cc23)cc1,0
CHEMBL1445516,NC(=O)COc1ccc(-c2noc(COc3ccc(Cl)cc3)n2)cc1,0
CHEMBL3930043,CCN(CC)Cc1ccc(C(=O)Nc2cn3nc(-c4cn(C)nc4-c4ccc(F)cc4)ccc3n2)cc1,0
CHEMBL1484952,O=C1C(Cl)=C(Cl)C(=O)N1c1ccc(C(F)(F)F)cc1,0
CHEMBL561013,CCCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,0
CHEMBL3960727,COC(=O)c1ccc2cc(CCc3c(C(=O)O)[nH]c(=O)[nH]c3=O)ccc2c1.NCCO,0
CHEMBL1425103,CCC(=O)N1CCN(c2ccc(NC(=S)NC(=O)C(C)C)cc2)CC1,0
CHEMBL3693118,O=S(=O)(c1ccccc1-c1ccc(-c2cnc3[nH]ccc3n2)c(F)c1)N1CCOCC1,0
CHEMBL1385640,CC(=O)c1ccc(N2CCN(C(=O)c3ccc4[nH]cnc4c3)CC2)cc1,0
CHEMBL3189872,COc1ccc(/C=N/Nc2nc3ccccc3o2)cc1O,0
CHEMBL2177388,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](CF)CC3)CC1)c1ccc(Cl)cc1,0
CHEMBL357211,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCC[C@H](C(=O)NCc3ccccc3)C2)c1,0
CHEMBL1703303,CS(=O)(=O)Nc1cccc2[nH]ncc12,0
CHEMBL1530279,CN[C@@H](C)C(=O)N[C@H]1CCCCN(CC(=O)NNc2ccc(Cl)c(Cl)c2)C1=O.O=CO,0
CHEMBL3913580,NC(=O)[C@@H](NC(=O)c1cnc(N2CC(F)(F)C2)c(OCC2CC2)n1)c1ccccc1,0
CHEMBL597349,O=C(NCCCS(=O)(=O)c1ccc(C(F)(F)F)cn1)c1ccc(OC(F)(F)F)cc1,0
CHEMBL3732436,Cc1cc(C(=O)N2CC(Nc3ccccn3)C2)ccc1NS(=O)(=O)c1cccc2cccnc12,0
