ChEMBL,text,labels
CHEMBL416616,CCn1ccc2cccc(C(c3ccc(F)cc3)n3ccnc3)c21,0
CHEMBL3289581,NCCC(C(=O)NCc1ccc(Cl)cc1)N1CCC(=C(c2ccccc2)c2ccccc2)CC1,0
CHEMBL380335,NC(=O)Nc1cccc(-c2cc(CC(=O)O)cc(-c3cc4[nH]c(N)ccc-4n3)c2O)c1,0
CHEMBL1783564,Nc1ncc(-c2ccccc2)nc1CNC(=S)Nc1ccccc1,0
CHEMBL4127430,CN(C)/N=C1/CN(CC(=O)Nc2cccc(-c3cnn(C)c3)c2)C(=O)C(Cc2c(F)cccc2Cl)CN1,0
CHEMBL1307123,CCOc1cc(S(=O)(=O)N(CC)CC)ccc1Cl,0
CHEMBL1362271,CCC(=O)c1ccc(N2CCN(C(=O)c3cccc(F)c3)CC2)c(F)c1,0
CHEMBL1468740,Cn1c(CCN2CCN(c3ccc(F)cc3)CC2)nc2cc(NC(=O)c3ccco3)ccc21,0
CHEMBL20844,Cn1c(=O)c2c(nc(-c3ccc(C(=O)O)cc3)n2C)n(C)c1=O,0
CHEMBL181029,O=C(Nc1cccc([N+](=O)[O-])c1)Nc1ncnc2nn3ccccc3c12,0
CHEMBL1480363,O=C(C[n+]1cccc(NC(=O)c2ccccc2)c1)c1cccc([N+](=O)[O-])c1.[Br-],0
CHEMBL1463765,O=C(CN1CCN(c2ccccc2O)CC1)Nc1ccc2c(c1)CCC2,0
CHEMBL3938118,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CCNC[C@H]1C(F)F,0
CHEMBL517097,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1ccco1,0
CHEMBL1065,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,0
CHEMBL4065455,COc1cc(CCN2CCC(O)(c3ccc(Cl)cc3)CC2)ccc1OCCSSCCN.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,0
CHEMBL2425802,O=C(CCC1CCCCCC1)Nc1nnc2n1CCS2,0
CHEMBL1761645,CC(C)C[C@H]1C(=O)N(CC(=O)O)C[C@H](c2ccccc2Cl)c2cc(Cl)ccc21,0
CHEMBL1088977,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,0
CHEMBL3889660,CCC1CNC(=O)c2cc(-c3cccc4cc(C)c(Nc5ccccc5)nc34)[nH]c21,0
CHEMBL3907548,Cn1cc(-c2ccc3[nH]nc(-c4cc(N5CCn6ncnc6C5)ncn4)c3c2)cn1,0
CHEMBL3217995,C#Cc1cccc(Nc2ncnc3cc(NC(=O)c4ccc(C(=O)Nc5ccccc5N)nc4)ccc23)c1,0
CHEMBL151388,CCN(C)C(=O)Oc1ccc2c(c1)C(N)CCC2,0
CHEMBL1395111,COc1ccc(-c2cn3nc(N4CCC(C(=O)Nc5cccc(OC)c5)CC4)sc3n2)cc1,0
CHEMBL3402958,CCOc1ccc(S(N)(=O)=O)cc1,0
CHEMBL2031885,C[C@@H]1CCCN1CCN1CCc2cc(-c3ccc(C(=O)N4CCCC4)cc3)ccc2C1=O,0
CHEMBL82850,CC(=O)N(c1ccc(Br)cc1)C1CCN(Cc2ccccc2)CC1,0
CHEMBL2324422,Cc1nsc(NS(=O)(=O)c2cc(Cl)c(Oc3ccc(C(F)(F)F)cc3-c3ccnnc3)cc2F)n1,0
CHEMBL4445312,O=C(NO)c1ccc(CN2c3ccccc3C3C2CCS3(=O)=O)cc1,0
CHEMBL250283,CC1c2nc(C(C)(C)C)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,0
CHEMBL206606,O=C1NC(=O)c2cc(NC(=O)c3ccccc3)ccc2C1=O,0
CHEMBL1338699,NNC(=O)c1cc2c(ccc3ccccc32)o1,0
CHEMBL2370451,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)CC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)O,0
CHEMBL3939634,Cc1cc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)ccc1C#N,0
CHEMBL491888,CC(C)=CCOc1ccc(C(=O)/C=C/c2ccc(C)cc2)c(O)c1,0
CHEMBL213388,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)C3CCCCC3)c3ccccc32)CC1,0
CHEMBL1534857,CCN1CCN(C(=O)c2cn(CC)c3ccc(S(=O)(=O)N(C)C)cc3c2=O)CC1,0
CHEMBL1307172,COc1ccc(CCn2c(C(C)C)nc3c(c(=O)c4ccccc4n3C)c2=O)cc1,0
CHEMBL2071609,N#Cc1ccc2nc(Nc3ccc(-c4ccccc4)cc3)[nH]c2c1,0
CHEMBL274822,COc1cc(CO/N=C2\CN3CCC2C3)on1.Cl,0
CHEMBL1466,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,0
CHEMBL1357609,C[C@@H]1CC[C@H]2C(=O)N3[C@H](CC[C@@H](C)[C@@H]3c3ccc(-c4ccco4)cc3)C(=O)N2[C@H]1c1ccc(-c2ccco2)cc1,0
CHEMBL3900178,Cc1cc(C(=O)O)c2c(C)nn(-c3ccccc3)c2n1,0
CHEMBL2182043,C[C@@H](OC(=O)Nc1c(-c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3)cc2)nnn1C)c1ccccc1,0
CHEMBL106906,Cc1ccc(-n2cc3c(n2)c(NC2CCCCC2)nc2ccccc23)cc1,0
CHEMBL3936501,CC1(C)CC=C(c2cc(C3(O)CC(C)(C)N(CC(F)(F)F)C(C)(C)C3)ccc2NC(=O)c2nc(C#N)c[nH]2)CC1,0
CHEMBL3690700,CCOc1ccc(C#Cc2ccc(C(C)NC(=O)C3CC3C)cc2)cc1,0
CHEMBL3889466,O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2ccc(-c3ccccc3)cc2)cc1,0
CHEMBL82485,CCCN1CCC(c2cccc3ccccc23)C1,0
CHEMBL149233,O=C1COc2cc(CN3CCN(c4ccccc4)CC3)ccc2N1,0
CHEMBL4569632,O=C(c1cnn(-c2nn3cccc3c(=O)[nH]2)c1)N1CCC(c2nc3ccccc3s2)CC1,0
CHEMBL3704929,Cc1ccc(-c2ncccn2)c(C(=O)N2CCC[C@@H](Nc3nc(C)cc(C)n3)[C@@H]2C)c1,0
CHEMBL321797,O=C1Nc2ccccc2/C1=C\c1ccc(N2CCOCC2)cc1,0
CHEMBL3314158,Clc1ccc(-c2ccc(-c3nccn3-c3ccc(-c4ccncc4)cc3)o2)cc1,0
CHEMBL1545719,O=C(Nc1cccc([N+](=O)[O-])c1)Nc1cccs1,0
CHEMBL2047817,NS(=O)(=O)Oc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,0
CHEMBL558306,Nc1cnc2ccn(S(=O)(=O)c3c(Cl)nc4sccn34)c2c1,0
CHEMBL361812,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,0
CHEMBL191248,COc1ccc(OC)c(CNc2[nH]nc3cccc(Oc4ccc(F)cc4)c23)c1,0
CHEMBL1082415,CN(CCO)c1cc(-c2ccccc2Cl)c(N(C)C(=O)C(C)(C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cn1,0
CHEMBL214764,O=[N+]([O-])c1cc2c(O)c(-c3cc(F)cc(F)c3)c(O)nc2cc1Cl,0
CHEMBL1359354,O=C(c1cc(-c2ccco2)on1)N1CCc2ccccc2C1,0
CHEMBL50535,COc1cccc(NC(=O)N2CCCC(CN3CCC(Cc4ccc(F)cc4)CC3)C2)c1,0
CHEMBL3925365,Cc1cc(C(=O)Nc2ccc(C3CNCCO3)cc2)cc(Cl)n1,0
CHEMBL234199,Cc1cc(Cc2ccc(C(=O)N[C@@H]3CN(CC(C)(C)C)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1,0
CHEMBL2336303,COc1cc(-c2nc3ccc(C)cn3c2NC2CCCCC2)ccc1OCCCNC(=O)Nc1ccc(Cl)cc1,0
CHEMBL154245,CN(C)CCCn1c2ccccc2c2c3c(c4c5ccccc5[nH]c4c21)C(=O)NC3,0
CHEMBL2386771,Cc1cc(Oc2cnc(C)nc2)cc(C(=O)Nc2ccc(F)cn2)n1,0
CHEMBL3680981,COc1cc(-c2cnn(C)c2)cc2sc(Cc3nnc(CC(=O)NC4(C#N)CC4)o3)nc12,0
CHEMBL1974112,CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccncc3)c(=O)n2C1c1ccc2c(c1)OCO2,0
CHEMBL4125831,COc1ccc(C(C#CCN2CCCC(C(=O)O)C2)(c2ccc(OC)cc2)c2ccc3sccc3c2)cc1,0
CHEMBL2022226,C[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,0
CHEMBL1243181,C[C@@H]1CCC/C(=N/Nc2nc(-c3ccc(C#N)cc3)cs2)C1,0
CHEMBL1374856,Cc1c2cnn(CC(=O)N3CCN(c4ccc(F)cc4)CC3)c(=O)c2c(C)n1Cc1ccc(F)cc1,0
CHEMBL3393957,O=C(O)CCc1c(C(=O)O)[nH]c2c([N+](=O)[O-])cc(Nc3ccccc3)cc12,0
CHEMBL3680323,C[C@H](NC(=O)C1CC1)c1ccc(C2CN(c3ccc4c(c3)OCCO4)C2)cc1,0
CHEMBL3403427,Nc1nc(N)c(-c2nc3ccccc3s2)c(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)n1,0
CHEMBL3935965,CCN(CC)CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N[C@@H](CO)C(=O)OC,0
CHEMBL3121121,OC(CNc1cc(-c2ccc(C(F)(F)F)c(Cl)c2)ncn1)c1ccccc1F,0
CHEMBL4214222,CCN(C(=O)c1ccc2c(c1OC)C=CC(C)(C)O2)c1ccc(OC)c(OC)c1,0
CHEMBL3692168,COc1cc(OCC(C)C)ccc1-c1nccc2cc(S(=O)(=O)Nc3ccncn3)ccc12,0
CHEMBL1343201,CCOc1ccc(C2c3[nH]c4ccccc4c3CCN2Cc2cn(CC)nc2C)cc1,0
CHEMBL1502254,Cc1ccc(OCC(=O)c2cc(C)n(-c3ccccc3)c2C)c([N+](=O)[O-])n1,0
CHEMBL39922,CC1(C)OCC2(CN3CCC2CC3)O1,0
CHEMBL287605,CCN1C(=O)Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21,0
CHEMBL3901446,Cc1cc(Nc2cc(C(F)F)ccn2)nc(-c2ccc(C(C)(O)C3CCC(C(=O)OCc4oc(=O)oc4C)CC3)nc2)c1,0
CHEMBL106674,Cc1ccc(-c2ccc3c(c2)CSc2c-3nc3ccc(F)cc3c2C(=O)[O-])cc1.[Na+],0
CHEMBL3670309,C[C@@]1(c2cc(NC(=O)c3ccc(-c4ccc[nH]4)cn3)ccc2F)C=CSC(N)=N1,0
CHEMBL2385176,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5C(F)(F)F)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,0
CHEMBL1289718,Cc1ccccc1-c1ccn(-c2ccc3c(cnn3CCN3CCCC3)c2)c(=O)c1,0
CHEMBL163239,CC(C)=C1c2ccccc2C=C(C2=CCN(C)CC2)c2cc(Cl)ccc21,0
CHEMBL413893,CCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(C)C)C(N)=O,0
CHEMBL4206998,Fc1ccc2[nH]c(CNc3nc(N4CCOCC4)nc4c3ncn4-c3ccccc3C(F)(F)F)nc2c1F,0
CHEMBL342382,O=C(O)Cn1nc2n(Cc3ccccc3)c3ccccc3n2c(=O)c1=O,0
CHEMBL3654275,CNC(=O)n1nc2c(c1C)C(c1ccc(Cl)cc1)N(c1cc(C)c(=O)n(C)c1)C2=O,0
CHEMBL4283715,Cc1cc(-n2ccnc2)cnc1-c1ccc(C(=O)O)cc1F,0
CHEMBL568774,CCc1cc2c(N3CCN(C(=O)c4ccc(-c5ccccc5)cc4)CC3)nc(N3[C@H](C(N)=O)CC[C@@H]3C(N)=O)nc2s1,0
CHEMBL14959,Nc1cccc(-c2cccn(C(CN3CCC(O)C3)c3ccccc3)c2=O)c1,0
CHEMBL4109363,CC(C)CC1NC(=O)[C@H](CCC(N)=O)NC(=O)/C=C/C(=O)N[C@H](C(N)=O)CCCCNC(=O)[C@@H](Cc2ccc(C(=O)c3ccccc3)cc2)NC1=O,0
CHEMBL3094476,CCC(Cc1cc(C)cc(C)c1)NS(=O)(=O)c1c(C)cc(C)cc1C,0
CHEMBL2205207,COCCOc1nc(-c2ccncc2)nc2c1CN(C(=O)Nc1ccccc1)CC2,0
CHEMBL4291672,CN1Cc2c(Cl)cc(Cl)cc2[C@H](c2cccc(S(=O)(=O)NCCOCCOCCNC(=O)N(C)CCCN(CCCN(C)C(=O)NCCOCCOCCNS(=O)(=O)c3cccc([C@H]4CN(C)Cc5c(Cl)cc(Cl)cc54)c3)C(=O)NCCOCCOCCNS(=O)(=O)c3cccc([C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc54)c3)c2)C1,0
CHEMBL1381722,NNC(=O)c1cc(-c2ccc(N)cc2)nc2ccc(Br)cc12,0
CHEMBL186925,Cc1cc2c(CC(=O)O)cccc2n1C(=O)c1ccc(OCCCc2ccccc2)cc1,0
CHEMBL1389373,CCN(CC)S(=O)(=O)c1cccc(NC(=O)COC(=O)c2ccc(Br)o2)c1,0
CHEMBL510519,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H]2CSSC[C@H](NC(=O)CN)C(=O)N[C@@H](CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N2,0
CHEMBL175481,O=[N+]([O-])c1ccc2[nH]c(-c3ccc(Oc4ccccc4)cc3)nc2c1,0
CHEMBL3189766,O=S1(=O)CC/C(=N\Nc2ccc(F)cc2)c2ccsc21,0
CHEMBL337771,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,0
CHEMBL1088442,CCCNC(=O)c1ccc(C)c(Nc2nncc3c2cnn3-c2ccc(F)cc2F)c1,0
CHEMBL4570468,Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(O)O[C@@H]4[C@@H](COP(=O)(O)O[C@@H]2C3)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]4O)c(=O)[nH]1,0
CHEMBL3289671,Cc1cc(Nc2cc(F)c(C(F)(F)F)c(F)c2)n2nc(C(C)(F)F)nc2n1,0
CHEMBL3700431,C#Cc1cccc(Nc2nc3cc(C(=O)O)ccc3c3cnc(NCCOC)nc23)c1,0
CHEMBL56330,[O-][n+]1ccc(CC(c2ccc(C(O)c3ccccc3)nc2)c2ccc(OC(F)F)c(OC(F)F)c2)cc1,0
CHEMBL583486,N[C@@H](Cc1ccc(C(=O)NCCc2ccc(-c3ccccc3)cc2)cc1)C(=O)N1Cc2ccccc2C[C@H]1CN[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,0
CHEMBL359345,Cc1ccc(C(Oc2cccc(F)c2)C2CCNCC2)cc1,0
CHEMBL541081,CCCC1N=C(N)CC1C.Cl,0
CHEMBL3416775,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccccc5)CC4)nc32)[C@H](O)[C@@H]1O,0
CHEMBL3799640,CN(C)CCCN1c2ccccc2CCc2ccc(CCCOCCCOc3cccc4ccccc34)cc21,0
CHEMBL3910034,C[C@@H](CO)Nc1ncc2c(n1)CN(C(=O)N[C@@H]1CNC[C@H]1c1ccc(C(F)(F)F)cc1)CC2,0
CHEMBL3741563,O=C(NCCCCc1ccccc1)n1c(=O)oc2ccc(C(F)(F)F)cc21,0
CHEMBL4205342,O=S(=O)(Oc1cccc(Cl)c1)C1CC2OC1C(c1ccc(/C=C/c3cc(O)cc(O)c3)cc1)=C2c1ccc(O)cc1,0
CHEMBL3673469,COc1ccc(COc2cc(F)c(Cn3cnc4cc(N5CCN(C)CC5)ccc43)cc2OC)cn1,0
CHEMBL3653927,Cc1ccc(-c2cn(-c3cccc4c(-c5ccc(C(N)=O)cc5C)cc(C(F)(F)F)nc34)cn2)cn1,0
CHEMBL256858,O=C(OCCOCCOCCOC(=O)[C@H](Cc1ccccc1)N1C(=O)/C(=C/c2ccc(Br)cc2)SC1=S)[C@H](Cc1ccccc1)N1C(=O)/C(=C/c2ccc(Br)cc2)SC1=S,0
CHEMBL4286615,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)N)C(C)C)[C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N(C)[C@@H](CCC(N)=O)CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)[C@@H](C)O,0
CHEMBL4551707,CN(C)c1cccc(-c2cc(-c3ccnn3C3CCCCC3)c3c(N)ncnn23)c1,0
CHEMBL4111466,Cc1c(-c2ccc(N3CCc4cccc(C(=O)Nc5nc6ccccc6s5)c4C3)nc2C(=O)O)cnn1CC1CCC2C[C@@H](C1)C2(C)C,0
CHEMBL1922530,COc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ncccc5C)ccc43)cc2)cn1,0
CHEMBL3356596,CC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,0
CHEMBL598346,Fc1ccccc1Oc1cccc(F)c1C1CCNCC1,0
CHEMBL4535273,COc1cc(OC)c(-c2cn3ccc(N4CCN(Cc5ccc(C#N)nc5)CC4)cc3n2)cc1Cl,0
CHEMBL3985408,COCCN1CCN(CCn2ccc(Nc3ncc4c(n3)-c3c(nn(C)c3-c3ccc(-c5cnn(C)c5)cc3)CC4)n2)CC1,0
CHEMBL490461,CCOC(=O)c1c(Cc2cccc(Cl)c2)[nH]c2c1cc(O)c1ccccc12,0
CHEMBL3922480,COc1ccc(C(C)C)cc1C1=C(CN(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ncc(N3CCNCC3)cn2)CC(C)(C)CC1,0
CHEMBL392207,CCC(=O)N(c1ccccc1)C1CCN(C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)CC1,0
CHEMBL1910906,Nc1ccc(-c2c[nH]c3ccc(-c4cnccn4)cc23)c(F)n1,0
CHEMBL132629,N[C@@H]1[C@@H](CO)O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@@H]1O,0
CHEMBL266827,CC(C)[C@H](NC(=O)[C@@H]1CCC(=O)NCC(=O)N2CCC[C@@H]2C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N1)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C,0
CHEMBL4545269,Cc1cc(NC(=O)c2nn(C3CCN(C(=O)CC(C)(C)C#N)CC3)c3ccccc23)ccc1NC(=O)c1cnn2ccccc12,0
CHEMBL3893247,CCN1CN([C@H]2CC[C@H](CNS(=O)(=O)CC(F)(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,0
CHEMBL2170629,N#Cc1ccc(C(=O)N2CCC(c3ccc(C(=O)NC(=N)N)cc3C(F)(F)F)CC2)cc1,0
CHEMBL1202592,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N(CC(=O)O)Cc1cc(C(C)(C)C)cc(I)c1O.Cl,0
CHEMBL3654964,CC(C)(C)c1ncc(CN2CCc3cc(S(=O)(=O)Nc4ccc(CCCC5CCCC5)cc4F)ccc3C2)s1,0
CHEMBL580819,O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1cccc(NC(=O)c2ccco2)c1,0
CHEMBL3805852,COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](c4c(C)noc4C)SC(N)=N3)c2)cn1,0
CHEMBL90769,C=CCN1CCN(c2nc3ccccc3nc2C#N)CC1,0
CHEMBL2380576,CCOc1ccc2[nH]nc(-c3cccc(C(N)=O)c3)c2c1,0
CHEMBL2047971,COc1cc(N2CCC(CN3CCOCC3)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,0
CHEMBL3828522,CC(C)=CCC/C(C)=C/C[C@@H]1C[C@@]2(CC=C(C)C)C(=O)C3=C(OC4C=C(O)C(=O)C=C4C3=O)[C@](CC=C(C)C)(C2=O)[C@@]1(C)CCC=C(C)C,0
CHEMBL352308,COc1cc2c(Oc3ccc(Nc4ccc(C(C)(C)C)cc4)cc3)ccnc2cc1OCCNCCO,0
CHEMBL1529061,Cc1ccc(N2CC(C(=O)OCC(=O)C(C)(C)C)CC2=O)cc1C,0
CHEMBL4476848,C[C@@H]1OCC2(CCN(c3nc(N)c(Sc4cccnc4C(F)(F)F)c(=O)n3C)CC2)[C@@H]1N,0
CHEMBL4073371,CNc1cccc(-c2n[nH]c(NCc3c(F)cccc3Cl)n2)c1,0
CHEMBL4576925,COc1ccc2ccc(OCC(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2c1,0
CHEMBL107528,CCCNC(=N)NCCC[C@H](N)C(=O)O,0
CHEMBL91956,CO/C(O)=C1\C(C)=NC(C)=C(C(=O)NCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1ccc([N+](=O)[O-])cc1,0
CHEMBL1090189,COc1ccc(-c2nc(COc3cccc(CN(CC(=O)O)C(=O)Oc4ccc(C)cc4)c3)c(C)o2)cc1,0
CHEMBL2115375,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCN=C(N)N)[C@H]1CCc2ccccc21)C(N)=O,0
CHEMBL1444471,COc1ccccc1C(=O)NC(=S)Nc1ccc(NC(=O)c2ccco2)cc1,0
CHEMBL3354636,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1F,0
CHEMBL3948671,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CC5CCC(C4)O5)ncn3)c2c1,0
CHEMBL453509,CCCCCC/C=C\CCCCCCCC(=O)O,0
CHEMBL1405450,CCN(C(=O)Cn1c(SCC(=O)Nc2ccc(OC)cc2)nc2ccccc21)c1cccc(C)c1,0
CHEMBL3650892,Cc1cc(N2C(=O)c3nn(C(C)C)cc3C2c2ccc(Cl)cc2)cn(C)c1=O,0
CHEMBL1408103,COc1ccc(NC(=O)CC2Nc3cccc4cccc(c34)NC2=O)cc1,0
CHEMBL2179977,Cl.N[C@H]1CCc2ccccc2[C@H](SCc2ccccc2)C1=O,0
CHEMBL142741,COc1cc(N(C)Cc2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC,0
CHEMBL1336897,Cc1ccc(N(C)C(=O)C2CCN(S(=O)(=O)c3cn(C)cn3)CC2)cc1,0
CHEMBL3706923,C[C@H]1CN(c2cccc3cc(F)ccc23)CCN1CC[C@@H]1OCc2cc(C(N)=O)ccc21,0
CHEMBL2334793,COC(=O)c1cccc(CN2C(=O)CC(c3ccccc3)Sc3ccccc32)c1,0
CHEMBL462385,Cc1ncc(-c2nc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)ncc2F)n1C(C)C,0
CHEMBL1613087,COc1ccc(OC)c(Nc2ncnc3c2cnn3-c2ccccc2)c1,0
CHEMBL3960048,CN(C)Cc1ccc(C(=O)Nc2sc(-c3ccncc3)nc2C(N)=O)cc1,0
CHEMBL3104553,Cc1c(C(N)C(=O)OCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,0
CHEMBL3904737,Nc1nnc(-c2ccc3[nH]cc(-c4nccc(-c5ccccc5F)n4)c3c2)o1,0
CHEMBL35714,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCCCN3CCC(O)CC3)ccc12,0
CHEMBL415330,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(N)=O,0
CHEMBL4565374,O=C(O)/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,0
